carat,cut,color,clarity,depth,table,price,x,y,z,clarity_measure,color_measure
0.3,Ideal,F,SI1,62.5,57.0,461,4.27,2.6812499999999995,2.1722656249999996,2,4
0.32,Premium,H,SI1,62.3,60.0,461,4.36,2.728740000000001,2.2081425100000005,2,2
0.32,Premium,H,SI1,62.0,58.0,461,4.38,2.7186999999999992,2.2005969999999997,2,2
0.32,Very Good,H,SI1,63.0,59.0,461,4.33,2.7405,2.2272075,2,2
0.32,Good,H,SI1,63.1,58.0,461,4.33,2.741695,2.2311197725,2,2
0.32,Good,H,SI1,63.7,55.0,461,4.3,2.7486550000000003,2.2449966175,2,2
0.32,Very Good,H,SI1,62.6,55.0,461,4.37,2.7387500000000014,2.2250387500000004,2,2
0.37,Very Good,E,VS2,59.5,59.0,811,4.64,2.781624999999999,2.2079334374999995,3,5
0.37,Very Good,E,VS2,61.8,59.0,811,4.56,2.8304400000000003,2.28364596,3,5
0.37,Very Good,E,VS2,61.1,57.0,811,4.63,2.838095,2.2815030225,3,5
0.37,Ideal,E,VS2,62.0,57.0,811,4.6,2.861299999999999,2.3130029999999997,3,5
0.37,Ideal,E,VS2,62.6,56.0,811,4.56,2.87021,2.32565573,3,5
0.37,Very Good,E,VS2,58.9,61.0,811,4.66,2.7506299999999984,2.1824305349999995,3,5
0.37,Ideal,F,VS1,61.7,56.0,811,4.61,2.8505399999999987,2.30157659,4,4
0.37,Ideal,E,VS2,61.6,57.0,811,4.61,2.85208,2.29832064,3,5
0.37,Ideal,F,VS1,61.1,57.0,811,4.61,2.8289300000000006,2.2725931150000003,4,4
0.37,Very Good,E,VS2,62.3,59.0,811,4.56,2.8502249999999982,2.3082850874999994,3,5
0.37,Ideal,E,VS2,61.5,56.0,811,4.59,2.8320749999999997,2.2822880624999997,3,5
0.37,Ideal,E,VS2,61.2,57.0,811,4.58,2.82132,2.26480392,3,5
0.37,Ideal,E,VS2,62.3,56.0,811,4.56,2.8502249999999982,2.3082850874999994,3,5
0.37,Very Good,E,VS2,63.0,58.0,811,4.53,2.869650000000001,2.3308897500000003,3,5
0.37,Premium,E,VS2,59.1,60.0,811,4.66,2.75997,2.192601135,3,5
0.3,Ideal,E,VVS2,61.0,56.0,812,4.33,2.6595999999999984,2.1318279999999996,5,5
0.38,Premium,E,SI2,61.6,57.0,812,4.65,2.852080000000001,2.3106406400000004,1,5
0.38,Premium,D,SI2,61.1,58.0,812,4.68,2.8411500000000016,2.2977113250000003,1,6
0.38,Ideal,D,SI2,61.1,56.0,812,4.71,2.8594799999999996,2.31247614,1,6
0.38,Premium,D,SI2,62.1,55.0,812,4.65,2.878335,2.3375480175,1,6
0.38,Premium,I,VS2,62.5,58.0,812,4.61,2.871875,2.3380859375000003,3,1
0.38,Premium,I,VS2,61.7,59.0,812,4.64,2.8505399999999996,2.31083159,3,1
0.38,Premium,I,VS2,61.5,58.0,812,4.62,2.8382250000000004,2.2934041875,3,1
0.38,Premium,I,VS2,61.8,59.0,812,4.64,2.858250000000001,2.31695925,3,1
0.38,Premium,I,VS2,60.2,58.0,812,4.75,2.8414400000000013,2.2850234400000002,3,1
0.38,Premium,H,SI1,59.7,60.0,812,4.68,2.7879899999999997,2.2291950149999997,2,2
0.38,Premium,H,SI1,61.2,62.0,812,4.66,2.8396799999999995,2.29490208,2,2
0.38,Very Good,H,SI1,63.3,57.0,812,4.62,2.9118000000000004,2.3838147000000003,2,2
0.38,Premium,D,SI2,59.2,61.0,812,4.72,2.77944,2.2198342400000004,1,6
0.38,Ideal,E,SI2,61.2,57.0,812,4.71,2.870280000000001,2.31956568,1,5
0.44,Very Good,I,VS1,61.9,57.0,813,4.86,3.017625,2.4381249375,4,1
0.34,Ideal,G,VVS1,60.4,56.0,813,4.52,2.73914,2.1922602799999997,6,3
0.3,Ideal,E,VVS1,61.0,56.0,813,4.34,2.6595999999999993,2.1348779999999996,6,5
0.32,Ideal,E,VVS1,60.9,56.0,813,4.41,2.6917799999999996,2.16249201,6,5
0.38,Ideal,E,VS2,61.5,55.0,813,4.67,2.8812750000000005,2.3220170625,3,5
0.44,Ideal,G,SI1,61.1,56.0,813,4.92,3.0122299999999997,2.423296265,2,3
0.3,Ideal,G,IF,61.8,55.0,813,4.33,2.6821199999999985,2.1667450799999997,7,3
0.4,Fair,E,VS2,64.7,58.0,813,4.63,3.0085500000000005,2.4710709250000003,3,5
0.43,Premium,F,SI2,58.3,62.0,813,4.97,2.88002,2.2882808299999997,1,4
0.41,Very Good,G,VS2,61.4,59.2,813,4.76,2.9287799999999997,2.36045546,3,3
0.31,Good,E,IF,64.2,60.0,813,4.22,2.7284999999999995,2.2304684999999997,7,5
0.3,Very Good,E,VVS2,60.7,55.0,814,4.35,2.643485000000001,2.1225226975,5,5
0.3,Very Good,F,VVS1,61.1,57.0,814,4.31,2.639520000000001,2.12307836,6,4
0.3,Very Good,F,VVS1,62.6,56.0,814,4.27,2.6792799999999986,2.1751246399999995,6,4
0.4,Very Good,E,VS2,59.1,60.0,814,4.81,2.8515749999999986,2.2639954124999995,3,5
0.31,Good,F,VS1,56.7,60.0,814,4.57,2.571345000000001,2.0245713075000005,4,4
0.31,Fair,E,VS2,54.2,63.0,814,4.61,2.471520000000001,1.9190919200000005,3,5
0.31,Ideal,F,VVS2,60.2,55.0,814,4.43,2.6728799999999993,2.1379668799999996,5,4
0.33,Ideal,E,VVS2,60.9,56.0,814,4.45,2.7191850000000013,2.1830168325000003,5,5
0.33,Ideal,E,VVS2,61.2,56.0,814,4.46,2.74176,2.20373856,5,5
0.33,Ideal,E,VVS2,61.2,56.0,814,4.44,2.72952,2.19387312,5,5
0.3,Ideal,D,VVS2,61.7,57.0,814,4.33,2.6808650000000007,2.1628518525000002,5,6
0.3,Ideal,D,VVS2,62.0,53.0,814,4.33,2.6907999999999994,2.1764479999999997,5,6
0.3,Ideal,D,VVS2,61.9,55.0,814,4.28,2.6586050000000006,2.1474982475,5,6
0.3,Ideal,D,VVS2,61.6,58.0,814,4.29,2.6518799999999993,2.1380990399999997,5,6
0.3,Ideal,D,VVS2,61.7,55.0,814,4.33,2.6808650000000007,2.1628518525000002,5,6
0.3,Ideal,D,VVS2,61.6,57.0,814,4.31,2.6580399999999997,2.14615632,5,6
0.3,Ideal,D,VVS2,62.4,54.0,814,4.3,2.689440000000001,2.18070528,5,6
0.3,Ideal,D,VVS2,60.7,58.0,814,4.3,2.619205,2.0999787175,5,6
0.3,Ideal,D,VVS2,62.1,57.0,814,4.27,2.6609849999999993,2.1520708424999997,5,6
0.3,Ideal,D,VVS2,62.2,55.0,814,4.32,2.690150000000001,2.1801566500000003,5,6
0.32,Ideal,G,VVS1,61.2,55.0,814,4.41,2.7081,2.1781386,6,3
0.32,Ideal,G,VVS1,61.4,57.0,814,4.39,2.7016,2.1771211999999998,6,3
0.32,Ideal,G,VVS1,61.9,55.0,814,4.43,2.751455,2.2226603225,6,3
0.32,Ideal,G,VVS1,61.2,55.0,814,4.41,2.7081,2.1781386,6,3
0.32,Ideal,G,VVS1,61.7,56.0,814,4.4,2.7209699999999994,2.196819245,6,3
0.32,Ideal,G,VVS1,61.6,55.0,814,4.43,2.7412,2.2087296,6,3
0.32,Ideal,G,VVS1,61.4,57.0,814,4.42,2.72002,2.19198614,6,3
0.32,Ideal,G,VVS1,61.1,55.0,814,4.43,2.71284,2.18213762,6,3
0.32,Ideal,G,VVS1,61.1,55.0,814,4.45,2.728115,2.1929141325,6,3
0.32,Ideal,G,VVS1,62.2,53.0,814,4.42,2.7585700000000006,2.23253527,6,3
0.32,Ideal,G,VVS1,61.2,56.0,814,4.42,2.7111600000000005,2.18213496,6,3
0.32,Ideal,G,VVS1,61.8,55.0,814,4.4,2.7284699999999997,2.20269723,6,3
0.32,Ideal,G,VVS1,61.8,54.0,814,4.41,2.73156,2.20674204,6,3
0.32,Ideal,G,VVS1,61.8,54.0,814,4.4,2.7284699999999997,2.20269723,6,3
0.3,Ideal,F,VVS1,61.8,57.0,814,4.3,2.66976,2.15365584,6,4
0.3,Ideal,F,VVS1,62.2,57.0,814,4.28,2.6714900000000004,2.16191339,6,4
0.3,Ideal,F,VVS1,61.6,58.0,814,4.27,2.6395599999999995,2.1281444799999996,6,4
0.3,Ideal,F,VVS1,62.6,55.0,814,4.28,2.68867,2.18119371,6,4
0.3,Ideal,F,VVS1,61.6,55.0,814,4.33,2.6795999999999998,2.1589568,6,4
0.3,Ideal,F,VVS1,62.5,57.0,814,4.26,2.671875,2.1662109375,6,4
0.3,Ideal,F,VVS1,61.9,54.0,814,4.35,2.6988399999999997,2.1816159799999997,6,4
0.3,Ideal,F,VVS1,62.1,54.0,814,4.32,2.6920350000000015,2.1772368675000005,6,4
0.3,Ideal,F,VVS1,61.5,58.0,814,4.3,2.6506500000000006,2.137324875,6,4
0.3,Ideal,F,VVS1,61.9,58.0,814,4.26,2.6493199999999986,2.1384345399999996,6,4
0.3,Ideal,F,VVS1,62.5,55.0,814,4.26,2.671875,2.1662109375,6,4
0.3,Ideal,F,VVS1,61.7,58.0,814,4.26,2.64076,2.12888446,6,4
0.3,Ideal,F,VVS1,61.1,56.0,814,4.33,2.6609049999999996,2.1357214774999997,6,4
0.3,Ideal,F,VVS1,62.0,58.0,814,4.26,2.6505,2.142255,6,4
0.3,Ideal,F,VVS1,62.2,56.0,814,4.28,2.668380000000001,2.1609461800000003,6,4
0.3,Ideal,F,VVS1,61.9,56.0,814,4.3,2.670984999999999,2.1575198574999996,6,4
0.3,Ideal,F,VVS1,61.9,57.0,814,4.3,2.6678900000000016,2.1565619550000004,6,4
0.3,Ideal,F,VVS1,62.2,56.0,814,4.27,2.668379999999999,2.1578361799999994,6,4
0.32,Ideal,H,IF,61.2,56.0,814,4.4,2.6989199999999993,2.17226952,7,2
0.32,Ideal,H,IF,61.8,55.0,814,4.42,2.74083,2.21269647,7,2
0.32,Ideal,H,IF,61.1,56.0,814,4.45,2.728115,2.1929141325,7,2
0.32,Ideal,H,IF,61.2,57.0,814,4.41,2.7081,2.1781386,7,2
0.32,Ideal,H,IF,61.6,55.0,814,4.41,2.719640000000001,2.19592912,7,2
0.32,Ideal,H,IF,62.6,54.0,814,4.38,2.7481400000000002,2.23110782,7,2
0.32,Ideal,H,IF,62.0,55.0,814,4.39,2.7311000000000005,2.207541,7,2
0.32,Ideal,H,IF,61.6,54.0,814,4.41,2.7412,2.2025696,7,2
0.32,Ideal,H,IF,61.4,55.0,814,4.42,2.729230000000001,2.19481361,7,2
0.32,Ideal,H,IF,62.2,54.0,814,4.37,2.7305800000000007,2.20828038,7,2
0.32,Ideal,H,IF,62.1,54.0,814,4.41,2.751030000000001,2.2234998150000003,7,2
0.4,Good,D,VS2,64.4,56.0,814,4.62,2.9913800000000004,2.45086436,3,6
0.26,Ideal,F,VVS1,62.7,55.0,814,4.1,2.5612949999999994,2.0883159824999997,6,4
0.26,Ideal,E,VVS1,61.7,56.0,814,4.11,2.5296999999999983,2.0483474499999996,6,5
0.26,Premium,E,VVS1,60.9,59.0,814,4.12,2.499945000000001,2.0157732525000003,6,5
0.42,Premium,E,SI2,58.5,60.0,814,4.94,2.881125,2.2876790625,1,5
0.47,Premium,I,SI2,61.5,62.0,814,5.01,3.0627000000000013,2.4823552500000003,1,1
0.3,Premium,E,VS1,60.2,57.0,814,4.37,2.6096700000000004,2.10088067,4,5
0.3,Premium,E,VS1,61.4,59.0,814,4.32,2.640200000000001,2.1367814000000003,4,5
0.32,Premium,E,VVS1,60.8,59.0,814,4.43,2.6995199999999997,2.1673740799999996,6,5
0.32,Ideal,E,VVS1,62.5,56.0,814,4.38,2.75,2.228125,6,5
0.3,Good,E,VVS2,59.8,64.0,814,4.34,2.5803699999999994,2.0691906299999996,5,5
0.32,Ideal,D,VS1,61.4,57.0,814,4.4,2.7108099999999995,2.18301867,4,6
0.46,Very Good,F,SI2,62.6,58.0,815,4.88,3.0799200000000004,2.49145496,1,4
0.29,Very Good,F,IF,59.9,56.0,815,4.35,2.6116399999999986,2.0850111799999995,7,4
0.37,Ideal,G,VVS2,61.6,55.0,815,4.62,2.8582399999999994,2.30329792,5,3
0.29,Ideal,E,VVS2,61.9,56.0,815,4.22,2.6183699999999996,2.116475515,5,5
0.31,Ideal,D,VVS2,62.4,54.0,815,4.35,2.7206400000000004,2.20603968,5,6
0.31,Ideal,D,VVS2,61.7,54.0,815,4.38,2.717885,2.1896975225,5,6
0.37,Ideal,H,VVS1,61.4,55.0,815,4.64,2.8581699999999985,2.3019381899999996,6,2
0.37,Ideal,H,VVS1,61.9,54.0,815,4.63,2.87216,2.32191852,6,2
0.37,Ideal,H,VVS1,62.0,53.0,815,4.63,2.879900000000001,2.328069,6,2
0.31,Ideal,F,VVS1,62.3,54.0,815,4.38,2.7318550000000004,2.2153428325,6,4
0.31,Ideal,F,VVS1,62.0,55.0,815,4.33,2.6907999999999994,2.1764479999999997,6,4
0.29,Ideal,F,VVS1,61.7,55.0,815,4.25,2.6315050000000006,2.1229442925,6,4
0.4,Ideal,H,VS1,61.1,57.0,815,4.74,2.908359999999999,2.33657398,4,2
0.29,Ideal,E,IF,61.9,57.0,815,4.25,2.6431299999999984,2.1334237349999996,7,5
0.38,Premium,D,SI1,59.1,58.0,815,4.77,2.810205,2.2399505774999997,2,6
0.32,Very Good,E,VVS2,61.6,54.0,816,4.43,2.7381200000000003,2.20778096,5,5
0.34,Good,E,VS2,57.0,61.0,816,6.65,3.209100000000001,2.8098435000000004,3,5
0.32,Ideal,E,VVS2,61.2,56.0,816,4.39,2.69892,2.16920952,5,5
0.32,Ideal,E,VVS2,61.5,56.0,816,4.43,2.7306,2.2018845,5,5
0.32,Ideal,E,VVS2,62.2,53.0,816,4.39,2.73991,2.21740201,5,5
0.39,Ideal,G,VS2,62.0,57.0,816,4.68,2.9201999999999995,2.3560619999999997,3,3
0.34,Ideal,E,VS1,62.2,54.2,816,4.44,2.7710099999999995,2.24262411,4,5
0.4,Good,G,VS2,59.6,63.0,816,4.77,2.8548399999999985,2.2722023199999994,3,3
0.31,Premium,E,VS1,61.0,60.0,816,4.37,2.6596,2.144028,4,5
0.31,Premium,E,VS1,61.9,56.0,816,4.37,2.6895550000000004,2.1849322725,4,5
0.4,Premium,G,SI1,58.3,62.0,816,4.86,2.8188050000000002,2.2383716575,2,3
0.31,Premium,D,VS2,62.5,52.0,816,4.4,2.7406249999999996,2.2314453125,3,6
0.31,Premium,D,VS2,61.7,58.0,816,4.37,2.680864999999999,2.1751918525,3,6
0.34,Fair,F,VS2,64.7,55.0,816,4.52,2.8888549999999995,2.3967645925,3,4
0.34,Ideal,E,VS2,59.8,56.0,816,4.55,2.7179100000000007,2.17310509,3,5
0.31,Ideal,D,VS2,62.1,55.0,816,4.38,2.7013499999999997,2.1987591749999997,3,6
0.31,Ideal,G,VVS1,62.5,57.0,816,4.31,2.7093749999999996,2.1935546875,6,3
0.31,Ideal,G,VVS1,62.5,55.0,816,4.33,2.7093749999999996,2.1998046875,6,3
0.31,Ideal,H,IF,60.0,57.0,816,4.39,2.639999999999999,2.1089999999999995,7,2
0.31,Premium,E,VVS2,61.9,58.0,816,4.35,2.7019350000000015,2.1825738825000003,5,5
0.31,Ideal,E,VVS2,61.0,56.0,816,4.39,2.6901,2.1594305,5,5
0.39,Ideal,I,VS1,62.5,54.0,816,4.67,2.9281250000000005,2.3744140625,4,1
0.31,Very Good,G,VVS1,63.0,58.0,816,4.29,2.7121499999999994,2.20567725,6,3
0.31,Very Good,G,VVS1,62.5,57.0,816,4.3,2.71875,2.193359375,6,3
0.31,Very Good,G,VVS1,60.4,59.0,816,4.37,2.651560000000001,2.12051112,6,3
0.31,Good,G,VVS1,63.5,57.0,816,4.3,2.740025000000001,2.2352079375000002,6,3
0.31,Ideal,E,VVS2,61.7,56.0,816,4.33,2.6808650000000007,2.1628518525000002,5,5
0.31,Premium,G,VVS1,61.1,58.0,816,4.32,2.6486850000000013,2.1289332675000003,6,3
0.31,Ideal,E,VVS2,61.6,57.0,816,4.33,2.6795999999999998,2.1589568,5,5
0.31,Very Good,E,VVS2,60.8,55.0,816,4.38,2.6782399999999997,2.1457049599999998,5,5
0.31,Ideal,H,IF,61.8,56.0,816,4.36,2.70066,2.18174394,7,2
0.31,Premium,G,VVS1,60.7,58.0,816,4.37,2.661695,2.1341194325,6,3
0.31,Ideal,G,VVS1,61.9,55.0,816,4.3,2.680270000000001,2.160393565,6,3
0.31,Ideal,G,VVS1,61.2,56.0,816,4.34,2.6683199999999996,2.1445459199999997,6,3
0.31,Premium,E,VVS2,61.4,58.0,816,4.33,2.6678300000000004,2.14833381,5,5
0.31,Premium,E,VVS2,61.3,60.0,816,4.33,2.6604200000000002,2.14256373,5,5
0.31,Ideal,E,VVS2,60.8,57.0,816,4.36,2.66,2.13408,5,5
0.31,Very Good,G,VVS1,59.9,62.0,816,4.35,2.6116399999999986,2.0850111799999995,6,3
0.31,Premium,G,VVS1,62.1,59.0,816,4.34,2.7106650000000014,2.1892314825000003,6,3
0.31,Good,G,VVS1,63.4,57.0,816,4.32,2.7515600000000004,2.24168452,6,3
0.31,Ideal,G,VVS1,59.5,56.0,816,4.41,2.6299,2.09437025,6,3
0.31,Ideal,G,VVS1,60.6,57.0,816,4.38,2.6603400000000006,2.13322302,6,3
0.31,Premium,G,VVS1,62.2,59.0,816,4.3,2.680819999999999,2.1710350199999997,6,3
0.31,Premium,H,IF,61.0,58.0,816,4.34,2.6595999999999993,2.1348779999999996,7,2
0.31,Good,G,VVS1,63.1,56.0,816,4.33,2.7385399999999995,2.23012437,6,3
0.31,Ideal,G,VVS1,61.6,56.0,816,4.35,2.6919199999999996,2.1689113599999996,6,3
0.31,Ideal,G,VVS1,60.8,56.0,816,4.36,2.66,2.13408,6,3
0.31,Very Good,G,VVS1,62.1,59.0,816,4.32,2.6920350000000015,2.1772368675000005,6,3
0.31,Premium,G,VVS1,61.2,59.0,816,4.32,2.64996,2.13280776,6,3
0.31,Premium,G,VVS1,61.4,58.0,816,4.32,2.66169,2.14337883,6,3
0.31,Premium,E,VVS2,60.4,59.0,816,4.34,2.630420000000001,2.10506684,5,5
0.31,Ideal,G,VVS1,61.7,57.0,816,4.34,2.6901199999999994,2.1687920199999997,6,3
0.31,Premium,G,VVS1,59.5,60.0,816,4.39,2.6179999999999994,2.0848799999999996,6,3
0.31,Premium,G,VVS1,60.5,60.0,816,4.33,2.6408249999999986,2.1086745624999996,6,3
0.31,Very Good,G,VVS1,62.8,53.0,816,4.34,2.7318000000000007,2.2205452,6,3
0.31,Very Good,G,VVS1,62.6,61.0,816,4.28,2.68867,2.18119371,6,3
0.31,Ideal,G,VVS1,62.5,54.0,816,4.33,2.71875,2.202734375,6,3
0.31,Ideal,H,IF,62.1,54.0,816,4.33,2.7013499999999997,2.183234175,7,2
0.31,Premium,H,IF,61.7,58.0,816,4.33,2.6808650000000007,2.1628518525000002,7,2
0.31,Ideal,E,VVS2,61.6,55.0,816,4.35,2.68884,2.16796272,5,5
0.31,Premium,G,VVS1,60.2,59.0,816,4.38,2.6518100000000002,2.11657481,6,3
0.31,Ideal,G,VVS1,60.7,57.0,816,4.37,2.661695,2.1341194325,6,3
0.31,Very Good,E,VVS2,61.4,60.0,816,4.34,2.6708999999999987,2.1523462999999996,5,5
0.39,Very Good,I,VVS2,62.7,58.0,817,4.65,2.9218200000000003,2.37376557,5,1
0.36,Ideal,F,VVS2,61.4,56.0,817,4.58,2.8213300000000014,2.2722083100000003,5,4
0.25,Ideal,F,VVS1,61.3,58.0,817,4.04,2.48878,2.00107107,6,4
0.38,Ideal,G,VS1,62.3,55.0,817,4.63,2.9000650000000006,2.3456152475,4,3
0.36,Ideal,E,VS1,61.8,56.0,817,4.55,2.8211699999999995,2.27769153,4,5
0.3,Ideal,D,VS1,61.9,54.1,817,4.28,2.664795,2.1494140525,4,6
0.37,Premium,G,VS1,58.4,59.0,817,4.76,2.7593999999999985,2.1956647999999994,4,3
0.43,Very Good,G,VS1,58.4,60.0,817,4.95,2.89956,2.29207152,4,3
0.38,Very Good,D,VS2,58.5,59.0,818,4.76,2.8021499999999993,2.2119288749999995,3,6
0.43,Ideal,G,SI1,61.7,55.0,818,4.89,3.01096,2.43744616,2,3
0.41,Premium,E,SI2,59.5,62.0,818,4.84,2.8679000000000014,2.29310025,1,5
0.41,Ideal,E,SI2,63.0,57.0,818,4.73,2.9704499999999996,2.42564175,1,5
0.41,Very Good,E,SI2,63.4,58.0,818,4.75,2.9988200000000003,2.45637594,1,5
0.41,Premium,E,SI2,62.8,58.0,818,4.73,2.957880000000001,2.4139943200000005,1,5
0.41,Very Good,E,SI2,63.3,56.0,818,4.73,2.9814300000000005,2.4406675950000003,1,5
0.41,Very Good,E,SI2,63.5,55.0,818,4.73,2.99085,2.451369875,1,5
0.41,Very Good,E,SI2,63.2,58.0,818,4.72,2.9704000000000006,2.4301664,1,5
0.41,Good,E,SI2,63.8,57.0,818,4.75,3.00817,2.47485623,1,5
0.41,Premium,D,SI2,62.3,61.0,818,4.75,2.949905,2.3985204075,1,6
0.41,Very Good,D,SI2,63.1,54.0,818,4.75,2.9877849999999997,2.4412711675,1,6
0.41,Fair,E,SI2,64.7,55.0,818,4.7,3.0311949999999994,2.5010415825,1,5
0.37,Very Good,E,VS1,62.8,55.0,818,4.61,2.9013599999999995,2.35856704,4,5
0.37,Good,E,VS1,63.3,56.0,818,4.58,2.9086350000000003,2.3701529775,4,5
0.4,Very Good,H,VS1,61.3,59.0,818,4.79,2.9209449999999997,2.3634046425,4,2
0.34,Very Good,E,VVS2,61.6,58.0,819,4.5,2.7812399999999995,2.24262192,5,5
0.34,Very Good,G,VVS1,61.7,56.0,819,4.49,2.7765000000000013,2.2417152500000004,6,3
0.34,Very Good,G,VVS1,60.9,57.0,819,4.53,2.767905,2.2222120725,6,3
0.36,Ideal,F,VS1,61.6,56.0,819,4.62,2.852079999999999,2.3014006399999998,4,4
0.3,Premium,G,VVS2,60.4,60.0,819,4.34,2.60928,2.09868256,5,3
0.3,Very Good,H,VVS1,63.1,54.0,819,4.34,2.7196100000000003,2.227306955,6,2
0.3,Premium,H,VVS1,61.1,61.0,819,4.3,2.6181349999999997,2.1134902424999997,6,2
0.3,Ideal,H,VVS1,62.6,56.0,819,4.28,2.6698900000000014,2.1753155700000004,6,2
0.3,Very Good,G,VVS2,59.7,63.0,819,4.37,2.5999349999999994,2.0805255975,5,3
0.3,Ideal,G,VVS2,62.2,54.0,819,4.33,2.6808200000000015,2.1803650200000004,5,3
0.3,Ideal,G,VVS2,62.9,55.0,819,4.31,2.701555000000001,2.2051340475,5,3
0.3,Premium,G,VVS2,62.9,58.0,819,4.29,2.688975,2.1948876375,5,3
0.3,Fair,G,VVS2,64.4,58.0,819,4.21,2.69836,2.22449192,5,3
0.4,Ideal,G,VS1,62.3,57.0,819,4.68,2.931214999999999,2.3708934724999997,4,3
0.37,Very Good,D,VS1,61.1,58.0,820,4.66,2.8594799999999996,2.29720114,4,6
0.35,Ideal,G,VVS2,61.8,55.0,820,4.53,2.808810000000001,2.2676922900000003,5,3
0.39,Ideal,I,VVS1,62.5,53.1,820,4.68,2.9312500000000004,2.378515625,6,1
0.33,Ideal,G,VVS1,61.4,55.0,820,4.46,2.744579999999999,2.21180606,6,3
0.33,Ideal,G,VVS1,62.4,56.0,820,4.41,2.7643200000000006,2.23838784,6,3
0.4,Ideal,J,SI1,61.2,56.0,820,4.77,2.9314799999999988,2.3566528799999995,2,0
0.33,Ideal,H,IF,61.6,55.0,820,4.44,2.744279999999999,2.21275824,7,2
0.4,Good,G,VS1,59.6,61.0,820,4.8,2.8786799999999992,2.2882466399999997,4,3
0.27,Premium,F,IF,61.7,57.0,820,4.21,2.5698049999999997,2.0915698424999998,7,4
0.36,Very Good,G,VS1,60.7,57.1,821,4.57,2.7982700000000005,2.236269945,4,3
0.32,Ideal,H,VVS1,61.3,57.0,821,4.41,2.70946,2.18211449,6,2
0.31,Ideal,F,VS1,61.2,56.0,821,4.4,2.6989199999999993,2.17226952,4,4
0.31,Ideal,F,VS1,61.4,55.0,821,4.39,2.69853,2.17617871,4,4
0.31,Ideal,F,IF,62.3,57.0,821,4.25,2.6602099999999993,2.1525304149999998,7,4
0.4,Premium,E,SI2,60.5,59.0,821,4.78,2.8798000000000004,2.3170895000000002,1,5
0.34,Premium,G,VS1,62.2,55.0,821,4.52,2.7989999999999995,2.2762089999999997,4,3
0.36,Very Good,G,VVS1,62.8,57.0,821,4.52,2.847979999999999,2.3135457199999996,6,3
0.39,Ideal,F,VS2,60.0,57.0,821,4.7,2.838,2.2614,3,4
0.39,Very Good,F,VS2,58.8,59.0,821,4.8,2.83122,2.2435786799999997,3,4
0.36,Ideal,G,VVS2,62.3,56.0,821,4.53,2.8315349999999997,2.2931181525,5,3
0.39,Premium,I,VVS1,61.5,59.0,821,4.67,2.8812750000000005,2.3220170625,6,1
0.39,Very Good,F,VS2,62.4,58.0,821,4.61,2.889120000000001,2.3397254400000005,3,4
0.39,Very Good,F,VS2,58.4,62.0,821,4.76,2.7886000000000006,2.2041912,3,4
0.36,Ideal,H,VVS1,62.3,56.0,821,4.54,2.837765,2.2981737975,6,2
0.36,Very Good,G,VVS2,61.9,58.0,821,4.54,2.82883,2.280652885,5,3
0.4,Very Good,G,VS1,61.8,58.0,822,4.69,2.9076899999999997,2.34768621,4,3
0.38,Ideal,F,VS2,61.3,57.0,822,4.65,2.8596450000000004,2.3017061925,3,4
0.33,Ideal,D,VS2,61.1,56.0,822,4.5,2.7617199999999995,2.21845546,3,6
0.41,Very Good,G,VS1,60.5,56.0,823,4.83,2.9282000000000012,2.3468555,4,3
0.39,Premium,F,SI1,60.1,59.0,823,4.77,2.857755000000001,2.2921403775,2,4
0.37,Ideal,D,SI1,61.1,57.0,823,4.63,2.8319849999999995,2.2796364175,2,6
0.4,Good,H,VVS2,59.1,61.0,823,4.79,2.8397549999999994,2.2545926025,5,2
0.42,Ideal,G,VS1,61.0,56.0,823,4.82,2.952400000000001,2.370582,4,3
0.42,Ideal,H,VVS2,62.0,57.0,823,4.79,2.9791000000000007,2.408421,5,2
0.33,Ideal,F,VVS2,61.1,55.0,824,4.46,2.7311700000000005,2.196902435,5,4
0.33,Ideal,F,VVS2,60.7,57.0,824,4.48,2.728465000000001,2.1877691275,5,4
0.33,Ideal,F,VVS2,61.4,57.0,824,4.43,2.7292300000000003,2.19788361,5,4
0.36,Ideal,I,VVS1,61.7,56.0,824,4.59,2.841285,2.2925514225,6,1
0.41,Ideal,I,VS1,61.9,55.0,824,4.79,2.9712000000000005,2.4020914,4,1
0.41,Ideal,F,SI1,61.4,56.0,824,4.77,2.937989999999999,2.3663529299999997,2,4
0.41,Ideal,E,SI1,61.2,55.0,824,4.8,2.949839999999999,2.3714510399999997,2,5
0.31,Ideal,G,VS1,61.0,56.0,824,4.4,2.66875,2.15596875,4,3
0.34,Very Good,F,VVS2,61.9,57.0,825,4.48,2.7855000000000008,2.2486722500000003,5,4
0.34,Very Good,F,VVS2,61.0,56.0,825,4.51,2.7572,2.216496,5,4
0.36,Very Good,F,VS1,59.9,58.6,825,4.62,2.7793600000000005,2.21610832,4,4
0.36,Very Good,F,VS1,60.1,59.0,825,4.62,2.78864,2.22629632,4,4
0.4,Ideal,G,VS2,60.9,58.0,825,4.76,2.9079750000000004,2.3348983875,3,3
0.45,Ideal,I,VS1,61.6,54.0,825,4.95,3.0615200000000007,2.46754816,4,1
0.45,Ideal,I,VS1,61.9,54.0,825,4.95,3.070240000000001,2.4822642800000003,4,1
0.45,Ideal,I,VS1,62.1,55.0,825,4.9,3.0491099999999998,2.468198655,4,1
0.32,Ideal,E,VS1,61.5,55.0,825,4.43,2.7306,2.2018845,4,5
